CASEID,REGION,METRO,MSASIZE,HH_SIZE,FAMINCOME,HH_NUMKIDS,HOUSETYPE,AGEYCHILD,HH_NUMADULTS,AGE,SEX,RACE,HISPAN,GENHEALTH,BMI,EDUC,EDUCYRS,SCHLCOLL,FULLPART,UHRSWORKT,HH_NUMOWNKIDS,PED,SED_EAT,FOODSHOP,SODA,STORE,EXFREQ,FASTFDFREQ,ENOUGHFD,ACT_CAREHH,ACT_CARENHH,ACT_EDUC,ACT_FOOD,ACT_HHACT,ACT_PURCH,ACT_RELIG,ACT_SOCIAL,ACT_SPORTS,ACT_VOL,ACT_WORK,ACT_SLEEPING
2.01E+13,2,1,4,1,4,0,1,NA,1,45,2,110,100,4,31.1,21,112,1,NA,NA,0,20,0,1,1,1,4,NA,1,0,0,0,20,4,0,0,416,0,0,0,745
2.01E+13,2,2,5,4,15,3,1,7,1,46,1,100,210,3,28.7,40,216,1,1,40,3,105,0,1,2,3,3,2,1,30,0,0,105,30,0,0,305,60,0,440,460
2.01E+13,4,2,6,2,16,0,1,NA,2,75,2,100,100,3,21.4,32,214,NA,NA,NA,0,65,0,3,1,3,6,NA,1,0,0,0,65,235,40,0,200,0,0,0,690
2.01E+13,4,2,6,5,5,3,1,4,2,32,1,100,210,3,27.4,16,111,1,2,32,3,60,15,2,2,NA,NA,2,1,0,0,0,60,105,45,0,445,0,0,0,450
2.01E+13,3,4,0,2,11,0,1,NA,2,58,2,100,100,NA,NA,15,110,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,5,62,0,0,420,0,0,0,953
2.01E+13,3,1,5,1,5,0,1,NA,1,85,2,100,100,2,24.1,21,112,NA,NA,NA,0,130,5,1,2,1,7,NA,1,0,0,0,130,190,0,0,480,0,0,0,390
2.01E+13,1,1,7,5,11,2,1,10,3,45,2,110,100,NA,NA,21,112,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,104,0,0,25,479,0,10,45,0,0,0,163
2.01E+13,3,2,4,1,6,0,1,NA,1,50,1,100,100,2,26.4,15,110,NA,2,30,0,70,0,1,1,2,NA,1,1,0,0,0,70,60,0,0,50,105,0,10,1135
2.01E+13,1,2,7,4,11,2,1,4,2,33,1,100,242,3,28.3,40,216,1,1,65,2,30,0,2,2,NA,NA,2,1,30,0,0,30,20,10,0,300,0,0,465,440
2.01E+13,2,2,5,1,13,0,1,NA,1,79,2,100,100,3,20.9,21,112,NA,NA,NA,0,30,25,1,1,1,5,1,1,0,15,0,30,158,10,45,362,0,0,0,489
2.01E+13,2,4,0,2,13,0,1,NA,2,57,2,100,100,3,27.3,30,214,NA,1,40,0,73,5,2,2,NA,NA,NA,1,0,0,0,73,196,0,0,40,0,0,454,465
2.01E+13,4,1,5,1,4,0,1,NA,1,56,2,100,250,4,28.7,14,109,NA,NA,NA,0,80,0,1,1,2,2,NA,2,0,0,0,80,155,0,0,125,0,0,0,780
2.01E+13,3,2,6,1,6,0,1,NA,1,55,1,100,100,3,42.2,21,112,NA,NA,NA,0,30,0,1,2,1,9,NA,1,0,0,0,30,270,15,0,590,30,0,0,420
2.01E+13,2,2,4,5,14,3,1,9,2,38,2,100,100,2,29,40,216,1,2,20,3,120,0,1,NA,1,3,2,1,60,0,0,120,0,0,110,260,30,0,0,600
2.01E+13,2,4,0,1,8,0,5,NA,1,59,1,100,100,2,27,30,214,NA,NA,NA,0,90,0,1,NA,1,NA,NA,1,0,0,0,90,420,0,0,330,0,0,0,600
2.01E+13,4,2,6,2,11,0,1,NA,2,80,1,131,100,5,23.5,40,318,NA,NA,NA,0,150,120,2,2,NA,NA,NA,1,0,0,0,150,300,0,0,355,0,0,0,555
2.01E+13,4,2,5,1,7,0,1,NA,1,62,1,100,100,3,27.3,40,317,NA,1,35,0,40,10,1,NA,1,7,NA,1,0,0,0,40,50,0,0,245,150,0,425,510
2.01E+13,3,2,6,1,9,0,1,NA,1,80,1,100,100,4,24,43,321,NA,NA,NA,0,120,0,1,1,2,3,NA,1,0,0,0,120,0,0,170,448,0,135,0,390
2.01E+13,1,3,4,3,16,1,1,15,2,38,2,131,100,1,22.3,40,216,1,1,40,1,35,20,1,2,1,5,3,1,160,0,0,35,495,0,0,90,90,170,40,300
2.01E+13,2,3,2,1,9,0,1,NA,1,64,2,100,210,2,26.6,30,214,NA,NA,NA,0,50,0,1,2,1,5,NA,1,0,0,0,50,450,90,0,270,0,0,0,480
2.01E+13,4,1,7,2,5,0,1,NA,2,59,1,120,100,2,21.7,30,112,NA,1,35,0,10,0,2,2,NA,NA,3,1,10,0,0,10,30,0,0,260,0,0,0,450
2.01E+13,4,2,7,3,3,0,1,NA,3,29,2,100,242,3,33.3,30,216,1,1,35,0,20,25,1,NA,1,4,NA,1,0,0,0,20,0,20,0,225,0,0,545,495
2.01E+13,2,2,5,5,14,2,1,9,3,15,1,100,100,1,23.7,13,107,3,2,2,0,57,0,2,1,NA,7,2,1,0,2,0,57,15,0,0,273,120,0,90,723
2.01E+13,1,2,7,1,13,0,1,NA,1,63,2,100,100,2,30.7,30,214,NA,2,32,0,35,15,1,1,1,3,NA,1,0,0,0,35,59,30,0,266,0,0,415,480
2.01E+13,1,3,4,1,9,0,1,NA,1,73,1,100,100,3,32.1,40,216,NA,NA,NA,0,70,0,1,2,2,NA,NA,1,0,0,0,70,134,3,0,578,0,0,0,600
2.01E+13,2,2,7,3,14,1,1,1,2,30,1,200,210,2,33,40,216,1,1,40,1,30,15,2,NA,NA,4,NA,1,0,0,0,30,180,0,0,270,0,0,0,940
2.01E+13,3,1,5,2,10,1,1,12,1,31,2,100,210,2,30.9,21,112,1,1,35,1,205,0,1,1,1,3,5,1,0,38,0,205,15,10,0,388,0,0,60,475
2.01E+13,4,4,0,1,15,0,1,NA,1,59,2,100,100,1,21.7,40,318,NA,1,35,0,0,60,1,1,1,25,2,1,0,0,0,0,360,0,0,240,0,0,405,210
2.01E+13,4,2,4,4,11,2,1,1,2,36,2,100,210,NA,NA,30,216,1,1,9995,2,75,30,1,2,NA,NA,NA,NA,75,0,0,75,375,0,0,225,60,0,0,630
2.01E+13,3,1,3,4,15,2,1,7,1,44,1,100,100,3,28.5,40,317,1,1,40,2,48,5,1,2,1,1,5,1,0,0,0,48,19,60,0,85,0,0,650,432
2.01E+13,2,4,0,2,12,1,1,9,1,34,1,100,100,3,25.8,21,112,1,1,70,1,60,0,1,2,2,NA,2,1,0,0,0,60,165,0,0,210,0,0,285,660
2.01E+13,2,4,0,4,11,2,1,0,2,37,2,100,100,1,24.1,40,216,1,2,10,2,55,15,1,2,1,4,1,1,165,0,0,55,450,0,0,220,0,0,0,535
2.01E+13,2,3,2,4,16,1,1,10,3,18,2,100,100,2,23.5,16,111,5,2,14,0,90,3,2,2,NA,4,NA,1,0,0,0,90,15,0,0,275,0,0,0,660
2.01E+13,1,3,2,2,16,0,1,NA,2,65,2,100,100,1,22,41,319,NA,1,36,0,55,11,3,2,1,7,1,1,0,92,0,55,443,70,0,55,0,0,25,490
2.01E+13,3,2,3,4,8,2,1,10,2,38,2,100,100,3,22.5,30,213,1,NA,NA,2,90,0,1,2,1,7,4,1,60,0,0,90,235,90,0,165,40,0,0,630
2.01E+13,3,2,2,2,15,0,1,NA,2,59,1,110,100,2,29,40,317,NA,1,9995,0,75,13,1,2,1,3,NA,1,0,0,0,75,60,35,0,710,0,0,0,435
2.01E+13,2,3,2,1,11,0,1,NA,1,65,1,100,100,3,31.9,21,112,NA,1,40,0,80,0,1,2,1,NA,1,1,0,0,0,80,50,20,0,645,0,0,0,585
2.01E+13,3,2,5,3,15,0,1,NA,3,58,2,100,100,1,22.5,40,318,NA,1,50,0,85,5,1,2,1,3,1,1,0,0,0,85,435,25,0,155,60,0,0,540
2.01E+13,3,1,6,5,14,3,1,4,2,39,2,100,100,1,19.6,41,318,1,NA,NA,3,58,15,1,NA,1,5,1,1,447,2,0,58,75,15,95,45,73,0,0,445
2.01E+13,3,3,2,2,13,0,1,NA,2,50,2,100,100,2,17,32,214,NA,2,25,0,30,25,1,2,1,7,3,1,107,0,0,30,165,0,0,268,0,0,240,600
2.01E+13,3,3,3,1,2,0,1,NA,1,62,2,100,100,3,24.5,20,110,NA,2,25,0,60,15,1,2,1,NA,NA,1,0,0,0,60,130,150,0,425,0,0,0,480
2.01E+13,1,2,4,2,13,0,1,NA,2,69,2,100,100,1,28.3,40,318,NA,NA,NA,0,70,10,1,2,1,2,1,1,0,0,0,70,176,0,0,639,0,0,0,495
2.01E+13,2,1,3,1,11,0,1,NA,1,69,2,100,100,1,21.5,21,112,NA,NA,NA,0,60,0,1,1,2,NA,2,1,0,0,0,60,60,0,0,220,0,240,0,635
2.01E+13,1,3,2,3,5,1,1,16,2,16,1,100,244,2,27.1,15,110,3,NA,NA,0,75,15,2,NA,NA,4,NA,1,0,0,0,75,0,0,0,350,125,0,315,510
2.01E+13,2,4,0,3,1,2,1,0,1,23,2,100,100,4,45.4,21,112,5,NA,NA,2,15,5,1,2,2,2,1,1,65,0,710,15,165,15,0,180,0,0,0,270
2.01E+13,4,1,3,3,14,1,1,1,2,32,1,203,100,NA,NA,40,216,1,1,42,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,30,5,0,0,643,0,0,568,135
2.01E+13,3,4,0,4,14,2,1,8,2,33,2,201,243,4,28.3,21,112,1,2,32,2,15,90,1,NA,2,NA,NA,2,20,2,0,15,160,90,0,235,0,0,0,828
2.01E+13,2,2,7,1,16,0,1,NA,1,73,2,100,100,2,24.8,40,216,NA,NA,NA,0,60,7,1,2,2,6,1,1,0,0,0,60,120,60,0,640,120,0,0,430
2.01E+13,4,3,0,1,3,0,1,NA,1,61,2,201,100,4,29.3,30,216,NA,NA,NA,0,45,11,2,2,NA,3,NA,1,0,0,0,45,52,60,20,340,30,0,0,497
2.01E+13,4,2,3,3,13,0,1,NA,3,56,2,100,100,3,23.5,32,214,NA,1,50,0,65,10,1,2,1,4,NA,1,30,0,0,65,0,60,0,60,0,0,655,420
2.01E+13,2,2,3,7,16,3,1,9,4,43,2,100,100,1,20.1,40,216,1,1,47,3,120,20,1,2,1,4,NA,1,41,0,0,120,282,45,0,90,30,0,128,510
2.01E+13,1,1,7,1,13,0,1,NA,1,80,2,100,100,1,20,41,317,NA,NA,NA,0,75,0,1,NA,1,NA,NA,1,0,0,0,75,45,0,0,540,0,0,0,780
2.01E+13,3,2,6,4,15,2,1,1,2,36,2,100,100,2,25.7,41,318,1,1,40,2,45,25,1,1,2,3,5,1,35,0,0,45,40,105,0,270,280,0,0,520
2.01E+13,4,3,5,1,4,0,1,NA,1,65,1,100,100,4,31.3,30,216,NA,NA,NA,0,110,50,1,2,1,4,3,1,0,0,0,110,90,0,0,460,270,0,0,390
2.01E+13,4,2,3,4,3,3,1,6,1,41,2,100,210,3,24,41,318,1,1,40,3,0,35,1,2,2,4,4,1,150,0,0,0,30,70,0,340,45,0,0,420
2.01E+13,2,1,7,1,11,0,1,NA,1,68,2,110,100,1,25.8,30,214,NA,NA,NA,0,120,0,1,1,1,NA,3,1,0,0,0,120,5,140,0,100,0,0,0,585
2.01E+13,4,3,2,1,11,0,1,NA,1,52,1,100,100,1,25.1,40,317,NA,1,50,0,70,0,1,NA,1,2,2,1,0,0,0,70,50,0,0,150,0,0,460,540
2.01E+13,2,2,3,2,12,0,1,NA,2,80,1,100,100,3,28.1,41,319,NA,NA,NA,0,90,45,2,2,NA,7,4,1,0,0,0,90,180,30,0,200,0,0,0,360
2.01E+13,2,1,6,4,16,2,1,1,2,30,2,100,100,2,21.1,40,216,1,1,40,2,90,15,3,1,2,4,1,1,155,0,0,90,45,0,0,565,25,0,0,525
2.01E+13,1,2,7,2,14,0,1,NA,2,53,2,100,100,5,30.1,21,112,NA,NA,NA,0,60,0,2,2,NA,NA,2,3,0,0,0,60,0,0,0,500,0,0,0,834
2.01E+13,3,4,0,3,11,0,5,NA,3,56,2,110,100,3,20,21,112,NA,NA,NA,0,250,0,1,1,1,NA,NA,1,0,0,0,250,0,0,0,465,0,0,275,360
2.01E+13,3,4,0,1,3,0,1,NA,1,70,1,110,100,3,26.9,15,110,NA,NA,NA,0,75,0,1,NA,1,7,NA,1,0,0,0,75,45,0,0,570,90,0,0,600
2.01E+13,1,1,7,1,8,0,1,NA,1,61,2,110,100,2,26.5,21,112,NA,1,35,0,120,0,1,NA,2,NA,NA,1,0,0,0,120,130,285,0,285,0,0,0,443
2.01E+13,2,3,2,2,9,0,1,NA,2,77,2,100,100,3,27.8,21,112,NA,NA,NA,0,50,0,1,2,1,2,NA,1,0,0,0,50,25,0,0,725,0,0,0,630
2.01E+13,2,4,0,1,12,0,1,NA,1,60,2,100,100,3,37.1,21,112,NA,2,30,0,115,5,1,1,1,4,2,1,0,45,0,115,76,2,0,348,0,0,240,529
2.01E+13,1,2,6,1,15,0,1,NA,1,66,2,100,100,4,29.4,40,318,NA,NA,NA,0,30,10,1,2,2,5,4,1,0,3,0,30,377,10,83,135,0,30,0,570
2.01E+13,3,3,4,2,8,0,1,NA,2,34,1,100,100,2,29.4,21,112,1,1,60,0,40,10,1,1,1,NA,2,1,0,0,0,40,55,85,0,315,118,0,217,511
2.01E+13,2,2,5,2,8,1,1,16,1,52,2,100,243,1,24.6,30,213,NA,1,35,1,30,285,1,NA,1,3,1,1,0,0,0,30,0,5,0,265,0,0,495,480
2.01E+13,3,1,3,1,8,0,1,NA,1,66,1,110,100,3,29.7,40,318,NA,NA,NA,0,40,0,1,NA,1,3,7,1,0,0,0,40,242,60,0,462,0,0,0,500
2.01E+13,1,3,3,3,11,0,1,NA,3,55,1,100,100,3,29.4,20,110,NA,1,40,0,60,0,3,1,1,NA,3,1,0,0,0,60,0,0,0,360,0,0,450,450
2.01E+13,1,2,7,3,15,0,1,NA,3,29,2,100,100,1,27.4,40,216,1,1,50,0,30,0,2,1,NA,3,2,1,0,0,0,30,0,1,0,240,0,0,609,360
2.01E+13,2,3,2,6,15,3,1,6,3,23,1,100,100,1,27.8,21,112,1,2,9995,0,120,0,2,NA,NA,7,NA,1,1,0,0,120,0,10,0,69,130,0,440,435
2.01E+13,2,1,3,4,8,1,1,14,3,41,1,100,100,3,NA,21,112,1,1,39,1,30,0,2,NA,NA,1,6,1,0,0,0,30,0,0,0,240,0,0,595,510
2.01E+13,2,2,5,3,13,1,1,1,2,28,1,100,100,3,22.7,41,318,1,1,46,1,105,10,2,NA,NA,3,1,1,190,0,0,105,30,40,75,178,120,0,0,575
2.01E+13,4,1,6,1,5,0,2,NA,1,54,1,131,100,4,32.4,40,216,NA,NA,NA,0,155,15,1,2,1,NA,2,1,0,0,0,155,25,0,0,455,0,0,10,673
2.01E+13,3,1,6,2,5,0,1,NA,2,67,2,100,210,3,26.2,30,112,NA,NA,NA,0,60,15,1,NA,2,NA,NA,1,0,0,0,60,240,0,90,450,0,0,0,405
2.01E+13,2,2,5,2,12,0,1,NA,2,58,2,100,100,2,25.1,21,112,NA,NA,NA,0,181,2,1,2,1,4,2,1,0,0,0,181,259,0,0,240,0,0,0,555
2.01E+13,2,2,7,2,10,0,1,NA,2,70,2,100,100,2,36,21,112,NA,NA,NA,0,95,0,1,1,1,NA,1,1,0,0,0,95,230,105,0,377,0,0,0,540
2.01E+13,3,1,7,4,14,2,1,1,2,33,1,100,100,3,23.4,40,216,1,1,40,2,70,2,3,1,1,7,2,1,65,0,0,70,60,0,0,165,0,0,390,600
2.01E+13,1,1,7,1,6,0,1,NA,1,68,2,100,244,3,24.4,21,112,NA,NA,NA,0,100,30,1,NA,1,7,NA,1,0,210,0,100,390,0,0,150,0,0,0,540
2.01E+13,1,2,7,2,15,0,1,NA,2,63,2,100,100,2,30,40,216,NA,NA,NA,0,90,0,1,1,1,7,1,1,0,0,0,90,60,0,0,375,30,0,0,610
2.01E+13,4,2,6,1,4,0,1,NA,1,67,2,100,210,3,24.8,21,112,NA,NA,NA,0,155,0,1,2,2,2,NA,1,0,0,0,155,120,60,0,315,90,0,0,510
2.01E+13,4,2,7,1,4,0,1,NA,1,52,1,110,100,4,26.6,21,112,NA,NA,NA,0,35,30,1,2,2,NA,1,2,0,0,0,35,66,0,0,703,0,0,0,600
2.01E+13,2,4,0,1,11,0,1,NA,1,79,2,100,100,2,27.4,21,112,NA,NA,NA,0,90,5,1,NA,1,NA,NA,1,0,90,0,90,195,10,0,195,0,180,0,600
2.01E+13,2,3,0,4,14,2,1,8,2,49,1,100,210,2,37.7,41,318,1,1,57,2,105,31,1,1,2,3,2,1,0,0,0,105,450,0,0,420,0,0,15,430
2.01E+13,3,1,7,2,16,0,1,NA,2,56,1,100,100,1,32.3,40,216,NA,1,46,0,20,25,1,2,1,1,4,1,0,0,0,20,510,0,0,360,0,0,0,420
2.01E+13,1,1,7,2,11,0,1,NA,2,27,2,100,241,1,25.7,41,318,1,1,40,0,0,20,2,NA,NA,2,3,1,0,0,0,0,10,185,0,160,0,0,0,545
2.01E+13,3,3,2,4,14,2,1,7,2,37,2,100,100,3,25.6,32,216,1,1,40,2,105,0,1,2,2,3,2,1,30,0,0,105,75,0,0,120,360,0,0,720
2.01E+13,3,1,3,5,15,0,1,NA,4,40,1,110,100,1,23.7,30,213,5,1,54,0,5,25,2,2,NA,1,5,2,0,4,0,5,0,5,0,15,0,0,876,365
2.01E+13,3,1,7,1,8,0,1,NA,1,51,1,100,100,1,34.4,40,216,NA,1,40,0,65,0,1,1,1,4,10,1,0,4,0,65,0,25,60,332,300,0,0,475
2.01E+13,1,2,4,2,11,0,1,NA,2,69,1,100,100,1,24.3,41,318,NA,2,9995,0,90,0,2,NA,NA,7,3,1,0,0,0,90,255,0,0,345,60,0,165,480
2.01E+13,2,1,6,1,1,0,1,NA,1,85,2,110,100,4,24.1,30,214,NA,NA,NA,0,20,0,2,NA,NA,NA,NA,1,0,0,0,20,360,0,0,60,0,0,0,1000
2.01E+13,3,2,6,2,8,0,1,NA,2,57,1,100,244,2,30.1,21,112,NA,1,40,0,175,0,2,NA,NA,3,NA,1,0,0,0,175,0,95,75,440,45,0,0,540
2.01E+13,4,2,7,2,14,1,1,16,1,38,1,100,100,2,32.3,30,216,4,1,50,1,30,35,1,2,1,3,1,1,0,0,240,30,135,0,0,375,0,0,0,570
2.01E+13,2,2,6,5,15,2,1,12,3,50,1,100,100,3,31.5,30,214,NA,1,58,2,50,0,2,2,NA,NA,4,1,0,0,0,50,5,0,0,35,0,0,570,660
2.01E+13,4,2,5,2,16,0,1,NA,2,53,1,110,100,1,27.9,41,318,NA,1,40,0,150,10,1,2,1,5,NA,1,0,0,0,150,75,60,0,580,120,0,0,270
2.01E+13,4,2,5,3,13,1,1,0,2,34,2,100,100,2,29.8,41,318,1,1,50,1,40,30,3,NA,1,3,NA,1,0,0,0,40,290,0,0,500,0,0,0,550
2.01E+13,3,2,6,5,8,3,1,6,2,17,2,100,210,2,27.5,14,109,3,NA,NA,0,40,0,2,NA,NA,6,NA,1,3,0,0,40,350,20,0,100,140,0,0,593
2.01E+13,2,3,0,4,14,1,1,11,3,38,2,100,100,2,29,31,216,1,1,54,1,30,45,1,1,1,6,1,1,0,0,0,30,24,18,0,888,0,0,0,420
2.01E+13,4,1,5,2,16,0,1,NA,2,33,1,100,100,1,25.8,40,216,1,1,9995,0,120,0,3,2,1,4,NA,1,0,0,0,120,0,0,0,90,30,0,590,465
2.01E+13,2,3,0,4,14,0,1,NA,4,22,1,100,100,3,36.9,21,112,1,2,20,0,8,6,2,2,NA,3,2,1,0,0,0,8,25,5,0,650,0,0,30,510
2.01E+13,2,4,0,4,7,2,1,13,2,38,1,100,100,3,27.9,14,109,1,NA,NA,2,15,35,2,2,NA,NA,2,1,20,0,0,15,60,10,0,685,0,0,0,600
2.01E+13,4,1,6,3,11,0,1,NA,3,24,2,100,210,2,22.7,30,214,4,2,20,0,45,0,3,NA,2,3,4,1,0,0,0,45,0,15,0,245,0,0,395,640
2.01E+13,3,3,3,4,12,2,1,4,2,31,2,100,100,2,22.3,21,112,1,2,9995,2,35,5,1,NA,1,4,1,1,85,0,0,35,320,49,0,230,0,0,0,600
2.01E+13,3,1,5,5,12,1,1,13,4,41,1,100,210,3,29.3,21,112,1,NA,NA,1,20,0,3,NA,1,1,1,1,0,0,0,20,90,0,0,640,0,0,0,690
2.01E+13,3,2,4,3,16,0,1,NA,3,45,2,100,100,2,27.9,21,112,1,1,58,0,90,15,1,1,1,NA,4,1,0,180,0,90,330,0,0,210,120,0,0,510
2.01E+13,4,2,6,3,14,1,1,10,2,53,2,131,100,5,21.3,30,213,NA,NA,NA,1,150,0,2,2,NA,3,NA,1,25,0,0,150,90,0,0,155,95,0,0,745
2.01E+13,2,1,4,1,9,0,1,NA,1,65,2,100,100,2,31.5,30,213,NA,1,70,0,90,20,1,1,1,2,2,1,0,0,0,90,100,0,90,50,0,0,545,395
2.01E+13,4,2,7,4,16,2,1,9,2,48,1,131,100,1,25.1,41,319,1,1,9995,2,60,0,3,NA,1,5,5,1,15,0,0,60,140,92,0,90,330,0,120,428
2.01E+13,3,3,2,1,6,0,1,NA,1,57,1,100,100,5,27.3,41,319,NA,NA,NA,0,80,0,1,2,1,14,2,2,0,0,0,80,141,0,0,220,0,354,0,540
2.01E+13,4,1,6,1,6,0,1,NA,1,63,1,110,100,NA,NA,30,214,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,55,30,0,0,765,0,0,0,570
2.01E+13,2,3,4,4,14,2,1,5,2,34,1,100,100,1,28.9,43,321,1,1,58,2,15,11,2,2,NA,6,1,1,5,0,0,15,15,0,0,80,90,0,656,450
2.01E+13,2,2,5,3,8,1,1,0,2,34,2,100,100,3,47,32,214,1,1,40,1,45,0,1,1,1,3,3,1,145,0,0,45,170,30,0,430,0,0,0,555
2.01E+13,3,2,4,1,2,0,1,NA,1,73,1,100,100,2,26.6,30,214,NA,NA,NA,0,40,0,1,2,1,NA,NA,1,0,0,0,40,355,45,75,360,0,75,0,480
2.01E+13,3,2,5,1,6,0,1,NA,1,47,1,100,210,4,28.4,21,112,1,1,40,0,105,0,1,1,2,NA,6,2,0,5,0,105,35,25,0,60,0,0,728,287
2.01E+13,3,1,6,7,5,3,1,0,4,46,2,100,210,3,NA,12,105,1,NA,NA,1,90,0,1,NA,2,NA,NA,3,25,0,0,90,318,0,0,230,0,0,10,615
2.01E+13,4,1,4,4,4,3,1,0,1,23,2,100,210,3,32.9,21,112,1,NA,NA,3,150,10,1,NA,3,NA,NA,1,310,0,0,150,100,20,0,110,0,0,0,260
2.01E+13,2,1,6,2,9,0,1,NA,2,52,1,110,100,1,26.5,21,112,NA,NA,NA,0,40,0,1,2,1,2,2,1,0,0,0,40,0,0,0,210,0,0,590,450
2.01E+13,3,1,0,1,8,0,1,NA,1,58,2,100,100,1,25.7,30,112,NA,1,40,0,106,480,1,1,1,NA,NA,1,0,10,0,106,40,0,0,190,0,0,480,450
2.01E+13,3,2,5,5,11,2,1,3,3,27,2,100,100,4,32.9,21,112,1,1,40,1,60,0,2,1,NA,NA,3,1,100,0,0,60,0,0,60,45,0,0,440,625
2.01E+13,4,1,7,4,16,2,1,12,2,16,1,100,100,1,18.6,14,109,1,NA,NA,0,90,10,2,NA,NA,5,1,1,0,0,307,90,15,0,0,100,109,0,0,681
2.01E+13,2,2,4,3,15,0,1,NA,3,56,1,100,100,2,30.8,40,216,NA,1,40,0,105,0,1,1,3,2,NA,1,0,15,0,105,395,0,0,225,75,0,0,625
2.01E+13,4,2,5,3,6,1,1,1,2,51,2,100,100,4,37.6,30,214,NA,NA,NA,0,30,1,3,1,1,2,3,2,0,240,0,30,14,20,0,285,0,0,0,786
2.01E+13,4,5,0,2,5,1,1,8,1,25,2,100,100,2,28,16,111,1,2,30,1,130,0,1,1,2,7,4,1,0,0,0,130,80,0,0,715,0,0,0,330
2.01E+13,4,1,5,5,10,1,1,12,4,68,1,100,100,3,26.5,21,112,NA,NA,NA,0,30,0,2,2,NA,3,NA,1,3,0,0,30,323,43,0,464,0,0,0,475
2.01E+13,2,2,5,3,8,0,1,NA,3,60,1,100,100,4,43.2,40,216,NA,1,60,0,75,45,1,2,1,NA,1,1,0,0,0,75,300,0,0,315,0,0,0,720
2.01E+13,1,2,4,4,13,2,1,6,2,36,2,131,100,4,34.7,21,112,5,NA,NA,2,14,0,1,NA,2,NA,NA,1,21,110,0,14,45,0,0,1,0,0,0,680
2.01E+13,3,4,0,2,1,0,1,NA,2,37,2,110,100,4,21.3,21,112,5,NA,NA,0,50,5,1,NA,1,3,1,1,0,67,0,50,195,10,0,476,150,0,0,255
2.01E+13,3,2,6,1,12,0,1,NA,1,63,2,100,100,2,42.9,30,214,NA,1,40,0,35,10,1,NA,1,NA,4,1,0,0,0,35,55,0,0,260,0,0,495,475
2.01E+13,2,1,5,2,13,0,1,NA,2,66,2,110,100,2,29.2,30,214,NA,NA,NA,0,30,0,3,1,1,3,1,2,0,0,0,30,260,0,120,370,30,0,0,435
2.01E+13,4,1,6,2,14,0,1,NA,2,75,2,131,100,2,23.6,40,216,NA,NA,NA,0,53,90,3,2,1,7,NA,1,0,0,0,53,135,165,0,440,0,0,0,372
2.01E+13,4,2,7,4,12,1,1,11,3,39,2,100,210,2,26.6,30,216,1,NA,NA,1,70,25,1,2,1,5,1,1,0,0,0,70,300,30,10,245,0,105,0,468
2.01E+13,1,3,2,2,15,0,1,NA,2,21,1,100,100,3,24.4,30,213,1,1,40,0,20,0,2,1,NA,4,3,1,0,0,0,20,10,0,0,950,0,0,0,410
2.01E+13,3,3,2,4,10,0,1,NA,4,23,2,100,210,1,21.6,30,215,5,2,9995,0,35,0,2,NA,NA,3,2,1,0,0,60,35,45,0,0,480,30,0,60,670
2.01E+13,3,3,0,5,12,1,1,17,4,73,2,100,100,5,23.4,16,111,NA,NA,NA,0,150,0,1,2,1,NA,NA,1,60,0,0,150,330,0,0,90,0,0,0,690
2.01E+13,2,2,6,4,15,2,1,12,2,52,2,100,100,3,NA,30,215,NA,2,2,2,15,100,1,1,1,NA,4,1,38,0,0,15,113,10,0,432,0,169,0,450
2.01E+13,1,2,7,5,5,3,1,9,2,44,2,100,100,1,20,40,216,1,NA,NA,3,135,3,1,2,1,2,NA,1,6,0,0,135,95,100,0,450,120,0,0,435
2.01E+13,4,2,7,1,3,0,1,NA,1,70,2,100,100,5,24.2,30,214,NA,NA,NA,0,60,87,1,1,1,NA,1,2,0,30,0,60,115,60,0,270,0,0,0,656
2.01E+13,4,2,6,1,12,0,1,NA,1,57,2,110,100,3,24.1,40,318,NA,1,40,0,50,0,1,NA,1,4,4,1,0,0,0,50,235,240,0,120,0,0,0,585
2.01E+13,3,2,5,2,13,0,1,NA,2,79,1,100,100,2,27.1,40,216,NA,NA,NA,0,30,0,2,2,NA,1,2,1,0,0,0,30,60,0,0,620,0,0,0,720
2.01E+13,2,1,4,2,15,0,1,NA,2,64,2,100,100,1,22.3,40,318,NA,NA,NA,0,120,10,1,1,1,3,3,1,0,0,0,120,190,180,0,240,0,0,0,435
2.01E+13,4,1,5,2,14,0,1,NA,2,43,2,100,210,2,34,41,318,1,1,45,0,120,0,1,1,1,7,7,1,0,0,0,120,0,30,0,0,0,420,0,90
2.01E+13,3,3,0,10,15,8,1,0,2,17,2,100,100,3,23.4,15,110,1,2,5,0,0,40,2,NA,NA,5,1,1,90,180,0,0,60,0,125,355,0,0,30,480
2.01E+13,3,2,3,3,14,1,1,16,2,16,1,100,100,1,19.2,16,111,1,2,24,0,95,0,2,2,NA,7,NA,1,0,0,0,95,10,0,0,80,282,0,317,463
2.01E+13,3,2,4,2,10,0,1,NA,2,57,1,100,210,5,30.6,40,216,NA,NA,NA,0,109,0,2,2,NA,3,2,1,0,55,0,109,0,9,0,439,30,0,0,650
