CASEID,REGION,METRO,MSASIZE,HH_SIZE,FAMINCOME,HH_NUMKIDS,HOUSETYPE,AGEYCHILD,HH_NUMADULTS,AGE,SEX,RACE,HISPAN,GENHEALTH,BMI,EDUC,EDUCYRS,SCHLCOLL,FULLPART,UHRSWORKT,HH_NUMOWNKIDS,PED,SED_EAT,FOODSHOP,SODA,STORE,EXFREQ,FASTFDFREQ,ENOUGHFD,ACT_CAREHH,ACT_CARENHH,ACT_EDUC,ACT_FOOD,ACT_HHACT,ACT_PURCH,ACT_RELIG,ACT_SOCIAL,ACT_SPORTS,ACT_VOL,ACT_WORK,ACT_SLEEPING
2.01E+13,4,2,5,2,8,0,1,NA,2,66,1,100,100,2,22.2,31,214,NA,NA,NA,0,175,0,1,2,1,2,2,1,0,0,0,175,270,10,0,365,0,0,0,570
2.01E+13,2,1,5,5,15,3,1,8,2,42,1,100,100,3,26.5,41,319,1,1,40,3,140,15,2,1,NA,NA,2,1,116,0,0,140,0,10,60,235,0,145,0,555
2.01E+13,2,3,2,1,7,0,1,NA,1,67,2,100,100,3,25.1,32,216,NA,NA,NA,0,45,7,1,NA,1,3,1,1,0,0,0,55,164,2,0,543,0,0,0,630
2.01E+13,4,2,5,2,11,0,1,NA,2,63,1,100,100,2,36.9,31,214,NA,NA,NA,0,40,30,2,1,NA,NA,1,1,0,0,0,40,0,0,0,602,15,132,0,585
2.01E+13,3,2,6,2,16,1,1,7,1,40,1,100,100,3,23.5,42,320,1,1,45,1,50,30,1,NA,2,1,3,1,411,30,0,50,25,10,0,356,0,0,16,461
2.01E+13,3,2,7,3,8,1,1,5,2,24,2,100,100,2,26.6,30,214,1,1,60,1,120,0,1,NA,2,NA,2,1,280,0,0,120,60,0,0,315,0,0,0,635
2.01E+13,1,2,4,1,10,0,1,NA,1,49,1,100,100,1,30.4,40,216,1,1,50,0,0,30,1,1,1,2,NA,1,0,0,0,0,0,0,0,180,0,0,600,550
2.01E+13,1,3,4,2,13,0,1,NA,2,66,1,100,100,1,22.4,30,112,NA,2,30,0,105,0,2,2,NA,3,1,1,0,0,0,105,260,0,0,505,0,0,0,510
2.01E+13,4,4,0,3,1,1,5,5,2,24,2,201,100,4,26.6,30,213,1,NA,NA,1,35,20,2,2,NA,NA,1,2,120,0,0,35,65,0,0,410,0,0,0,660
2.01E+13,2,1,6,1,6,0,1,NA,1,56,1,110,100,5,25.3,30,213,NA,NA,NA,0,30,20,1,1,1,3,NA,1,0,0,0,30,120,0,0,390,0,0,0,660
2.01E+13,3,3,2,3,15,1,1,17,2,17,1,100,100,1,24.5,15,110,3,NA,NA,0,70,5,2,1,NA,7,1,1,0,0,428,70,2,0,0,40,60,191,0,563
2.01E+13,3,2,6,7,16,2,1,2,5,51,1,100,100,1,25.1,21,112,NA,1,40,1,105,0,1,2,1,2,2,1,30,0,0,105,60,60,0,545,0,0,0,630
2.01E+13,3,2,3,4,14,2,1,13,2,44,2,230,250,2,24.6,41,318,5,1,40,2,30,0,1,NA,2,4,4,1,0,0,210,30,90,0,95,130,0,30,0,675
2.01E+13,3,2,7,5,5,1,1,7,4,27,1,100,230,NA,NA,21,112,5,1,40,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,60,0,0,0,160,0,0,480,480
2.01E+13,4,1,3,2,9,0,1,NA,2,77,1,100,210,4,26.6,11,102,NA,NA,NA,0,75,0,1,NA,5,7,NA,1,0,0,0,75,140,0,0,515,30,0,0,660
2.01E+13,2,1,6,6,11,4,1,2,2,63,2,110,100,2,20.6,40,318,NA,NA,NA,0,30,5,1,2,3,3,2,1,100,0,0,30,207,20,235,260,0,0,0,415
2.01E+13,3,1,3,4,11,2,1,4,2,40,1,100,240,2,25.6,12,105,1,1,40,2,20,0,2,1,NA,NA,3,1,0,0,0,20,0,20,0,75,0,0,277,649
2.01E+13,2,4,0,2,4,0,1,NA,1,39,1,110,100,NA,NA,30,213,5,2,30,0,NA,NA,NA,NA,NA,NA,NA,NA,0,220,0,50,95,0,0,225,25,0,368,408
2.01E+13,1,2,7,2,9,0,1,NA,2,43,1,100,240,3,25,21,112,1,1,40,0,75,5,1,NA,1,1,NA,1,0,0,0,75,0,0,0,0,0,0,690,420
2.01E+13,3,1,7,2,14,0,1,NA,2,57,1,110,100,2,25.8,21,112,NA,1,40,0,75,30,2,2,NA,NA,2,1,0,4,0,75,105,40,0,646,0,0,0,460
2.01E+13,2,2,3,4,14,2,1,6,2,51,1,100,100,3,29.7,40,216,NA,1,40,2,90,0,2,2,NA,NA,2,1,60,0,0,90,30,0,320,0,0,0,0,615
2.01E+13,1,1,4,2,13,0,1,NA,2,77,2,100,100,3,41.3,41,319,NA,NA,NA,0,90,20,2,2,NA,7,1,1,15,0,0,90,190,85,30,323,0,0,0,600
2.01E+13,3,2,6,3,15,1,1,8,2,43,2,100,100,2,29.3,21,112,1,NA,NA,1,70,0,1,NA,1,NA,3,1,108,0,0,70,378,5,0,50,0,0,0,595
2.01E+13,3,2,4,2,10,0,1,NA,2,55,2,100,100,5,25.3,21,112,NA,NA,NA,0,55,2,2,2,NA,NA,NA,1,0,80,0,55,519,0,0,320,40,0,0,270
2.01E+13,2,4,0,2,9,0,1,NA,2,80,2,100,100,2,19.6,21,112,NA,2,4,0,60,30,1,1,1,5,NA,1,0,0,0,60,20,0,125,635,0,0,0,540
2.01E+13,3,4,0,1,3,0,1,NA,1,42,1,100,100,1,24,14,109,1,NA,NA,0,60,0,1,NA,1,7,NA,1,0,0,0,60,238,0,0,180,840,0,0,120
2.01E+13,3,1,5,2,9,0,1,NA,2,20,1,110,100,1,23.7,30,214,5,2,18,0,40,0,3,2,1,3,4,1,0,120,135,40,0,0,0,480,0,0,0,543
2.01E+13,3,2,5,3,14,0,1,NA,3,48,2,100,100,4,33.7,21,112,1,1,56,0,30,10,1,1,1,NA,2,1,0,0,0,30,0,0,0,395,0,0,485,389
2.01E+13,1,2,5,4,8,2,1,1,2,52,1,100,100,2,29.7,31,214,NA,1,38,1,25,0,1,2,1,4,1,1,0,0,0,25,150,0,0,190,0,0,500,405
2.01E+13,4,1,4,1,7,0,1,NA,1,30,2,100,250,3,16.4,21,112,1,2,30,0,135,0,1,NA,1,1,NA,1,0,0,0,135,120,0,0,150,0,0,540,435
2.01E+13,4,1,6,3,11,0,1,NA,3,30,2,100,210,3,49.1,40,216,1,1,40,0,60,20,1,NA,1,NA,4,1,0,0,0,60,60,0,0,210,0,0,480,455
2.01E+13,2,2,7,1,7,0,1,NA,1,80,2,100,100,1,22.9,40,216,NA,NA,NA,0,30,15,1,NA,1,3,NA,1,0,0,0,30,60,0,120,520,0,0,0,510
2.01E+13,2,4,0,4,13,1,1,17,3,49,2,100,100,1,27.4,31,214,1,2,4,1,120,0,1,NA,2,4,1,1,5,0,0,120,155,0,90,370,0,0,0,570
2.01E+13,2,2,6,2,14,0,1,NA,1,43,2,100,100,2,32.1,41,318,1,1,40,0,30,40,1,2,2,2,1,1,0,1,0,30,0,0,0,650,0,0,0,729
2.01E+13,3,2,6,4,12,2,1,8,2,37,2,110,100,2,27.7,30,213,1,1,35,2,35,5,1,2,2,1,NA,1,0,0,0,35,65,0,310,430,0,20,30,505
2.01E+13,3,3,0,3,15,1,1,7,2,52,1,100,210,4,49,15,110,NA,1,65,0,60,0,2,1,NA,NA,NA,1,0,0,0,60,0,0,0,189,0,0,660,480
2.01E+13,4,2,7,4,12,1,1,10,3,23,2,100,210,3,31.9,30,216,5,NA,NA,0,210,0,2,NA,NA,3,2,1,0,0,180,210,120,0,0,70,0,0,0,540
2.01E+13,3,1,5,2,1,0,1,NA,2,61,2,110,100,5,44.6,21,112,NA,NA,NA,0,20,0,2,NA,NA,NA,NA,1,0,0,0,20,0,0,0,1150,0,0,0,270
2.01E+13,4,2,6,2,4,0,1,NA,2,59,1,100,100,4,28.7,30,213,NA,NA,NA,0,20,10,3,NA,1,NA,NA,1,0,0,0,20,60,0,0,1000,0,0,0,360
2.01E+13,1,2,5,4,12,2,1,0,2,28,2,100,100,2,24.4,40,216,1,NA,NA,2,45,5,1,NA,1,2,3,1,5,0,0,45,90,160,0,0,180,0,0,640
2.01E+13,2,3,2,1,7,0,1,NA,1,58,1,100,100,2,28.1,31,214,NA,1,48,0,70,0,1,NA,1,NA,7,2,0,0,0,70,0,2,0,386,0,0,390,525
2.01E+13,4,2,3,2,10,0,1,NA,2,53,2,100,210,2,21.9,13,107,NA,1,40,0,30,0,1,NA,2,5,NA,1,0,120,0,30,240,0,0,15,0,0,585,285
2.01E+13,1,2,5,3,16,2,1,10,1,16,1,100,100,1,23.9,15,110,3,2,10,0,40,25,2,1,NA,4,NA,1,0,0,410,40,0,0,0,140,0,0,225,480
2.01E+13,4,1,6,1,6,0,1,NA,1,25,2,100,210,3,24,40,216,1,1,40,0,140,10,1,2,1,3,2,1,0,0,0,140,0,0,0,30,170,0,510,450
2.01E+13,4,3,2,3,15,0,1,NA,3,39,2,100,210,3,32.6,17,112,1,1,40,0,40,0,1,2,2,3,NA,1,0,0,0,40,55,0,0,135,30,0,460,541
2.01E+13,4,1,5,4,13,2,1,8,2,31,2,100,210,1,25.6,14,109,1,NA,NA,2,80,0,1,NA,1,5,NA,1,35,0,0,80,45,0,0,445,0,0,0,810
2.01E+13,3,4,0,2,4,0,1,NA,2,65,2,110,100,3,40.3,41,319,NA,2,30,0,60,10,3,2,1,2,1,1,0,0,0,60,150,0,0,360,0,0,0,630
2.01E+13,2,1,5,4,13,2,1,4,2,41,1,100,100,2,32.5,42,320,1,1,50,2,60,10,3,2,1,1,5,1,0,0,0,60,45,0,0,115,0,0,585,495
2.01E+13,3,4,0,2,10,0,1,NA,2,73,2,100,100,4,NA,30,112,NA,NA,NA,0,35,10,1,2,3,NA,NA,1,5,0,0,35,168,0,0,644,0,0,0,540
2.01E+13,3,3,0,2,14,0,1,NA,2,25,2,100,100,1,NA,30,214,4,1,40,0,42,253,1,2,1,3,1,1,0,0,120,42,82,0,0,103,20,0,505,460
2.01E+13,1,2,7,5,16,3,1,6,2,39,2,100,100,1,27.6,41,318,1,1,38,3,80,0,1,2,1,4,NA,1,30,0,0,80,175,0,240,290,0,90,20,425
2.01E+13,3,2,5,1,10,0,1,NA,1,53,2,100,100,2,27.3,21,112,NA,1,40,0,15,0,1,1,1,NA,1,1,0,0,0,15,150,60,0,561,0,0,0,600
2.01E+13,2,4,0,2,11,0,1,NA,2,57,1,100,100,1,23.1,42,320,NA,1,65,0,45,0,3,1,1,NA,2,1,0,393,0,45,15,0,75,150,0,0,0,635
2.01E+13,3,2,3,1,9,0,1,NA,1,40,2,110,100,3,27.3,40,216,1,NA,NA,0,10,0,1,1,1,3,2,1,0,0,0,10,10,15,0,670,0,0,0,470
2.01E+13,3,2,5,1,8,0,1,NA,1,80,2,100,100,4,37.9,40,216,NA,NA,NA,0,15,15,2,1,NA,NA,NA,1,0,0,0,15,60,0,0,510,0,0,0,660
2.01E+13,2,4,0,3,14,1,1,8,2,37,2,100,100,4,34,32,214,1,1,40,1,15,509,1,2,2,NA,1,1,56,0,0,15,80,0,0,45,0,0,509,615
2.01E+13,1,1,7,2,13,0,1,NA,2,78,2,110,100,4,32.4,15,110,NA,NA,NA,0,90,0,3,NA,3,NA,NA,1,0,0,0,90,180,160,0,133,0,0,0,600
2.01E+13,4,1,7,2,9,0,1,NA,2,78,2,100,210,NA,NA,30,215,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,120,150,45,0,0,0,0,0,210
2.01E+13,4,1,4,3,11,0,1,NA,1,47,1,110,100,2,28.2,40,216,1,NA,NA,0,45,0,1,NA,2,5,5,1,0,290,0,45,127,0,0,420,0,0,0,508
2.01E+13,1,2,7,5,13,1,1,0,4,37,1,100,220,4,37.2,21,112,1,NA,NA,1,40,0,3,NA,1,NA,1,1,740,0,0,40,0,0,0,70,0,0,0,570
2.01E+13,2,2,7,3,16,1,1,17,2,17,2,100,220,2,23.2,16,111,3,2,10,0,150,5,2,NA,NA,6,3,1,0,0,236,150,15,0,0,160,60,0,0,655
2.01E+13,4,4,0,4,9,1,1,10,3,45,1,100,210,3,38.1,21,112,1,2,25,1,40,0,1,2,2,3,NA,1,46,0,0,40,375,75,0,105,139,0,0,485
2.01E+13,2,3,0,1,12,0,1,NA,1,59,2,100,100,2,26.6,40,318,NA,1,60,0,15,15,1,1,1,NA,3,1,0,0,0,15,60,0,0,0,0,0,800,360
2.01E+13,4,4,0,4,13,2,1,15,2,17,2,100,100,3,19.9,16,111,2,NA,NA,0,80,0,1,2,2,3,2,1,5,0,0,80,0,0,0,735,0,0,0,570
2.01E+13,3,2,7,1,12,0,1,NA,1,55,2,100,100,2,18.6,41,318,NA,1,53,0,65,10,1,NA,2,2,NA,1,0,0,0,65,145,5,0,30,0,0,470,640
2.01E+13,4,3,5,5,8,2,1,9,3,45,1,100,210,4,25.1,13,107,1,1,50,2,65,0,3,2,1,3,NA,1,75,0,0,65,45,0,0,325,0,0,0,660
2.01E+13,1,3,4,2,15,0,1,NA,2,80,2,100,100,5,19.5,41,318,NA,NA,NA,0,160,0,2,2,NA,4,NA,1,2,0,0,160,0,10,0,333,0,0,0,615
2.01E+13,3,1,7,4,7,0,5,NA,3,41,1,100,100,3,25.8,21,112,1,NA,NA,0,35,0,2,1,NA,7,NA,1,0,0,0,35,745,0,0,0,0,0,0,630
2.01E+13,2,4,0,5,10,2,1,12,3,45,1,100,210,3,26,21,112,1,1,40,2,80,0,2,NA,NA,3,NA,1,0,0,0,80,440,0,0,230,0,0,0,630
2.01E+13,1,2,5,1,13,0,1,NA,1,32,1,100,100,3,27.1,40,216,1,1,70,0,0,45,1,1,2,3,2,1,0,0,0,0,0,20,0,60,0,0,780,450
2.01E+13,4,2,6,3,12,1,5,12,2,33,2,100,100,2,NA,21,112,1,1,40,1,120,120,1,1,1,5,2,1,0,0,0,120,120,15,0,960,0,0,0,180
2.01E+13,4,4,0,5,13,3,1,9,2,41,2,100,210,3,28.7,21,112,1,2,32,3,30,0,1,1,2,4,1,2,0,0,0,30,270,180,0,0,240,0,0,545
2.01E+13,4,1,6,1,7,0,1,NA,1,62,2,100,100,3,20.9,30,214,NA,1,35,0,32,0,1,1,1,5,2,1,0,0,0,32,152,30,0,250,0,0,325,539
2.01E+13,4,2,5,1,11,0,1,NA,1,57,1,131,100,2,19.4,40,216,NA,1,44,0,40,61,1,2,5,NA,NA,1,0,0,60,40,185,0,90,140,0,0,460,360
2.01E+13,3,1,5,2,8,0,1,NA,2,50,1,110,100,1,30.4,30,214,NA,1,50,0,0,10,2,NA,NA,1,7,1,0,45,0,0,0,5,90,0,0,0,750,438
2.01E+13,3,1,5,4,15,2,1,15,2,44,2,110,100,2,23.6,40,318,1,1,40,2,75,0,1,NA,1,5,4,1,0,0,0,75,0,180,0,300,0,0,0,570
2.01E+13,2,4,0,1,7,0,1,NA,1,54,1,100,100,2,25.1,21,112,NA,1,9995,0,50,2,1,NA,1,1,7,1,0,0,0,50,20,15,0,60,0,0,710,485
2.01E+13,3,4,0,2,9,1,1,14,1,42,1,100,100,3,27.4,30,215,1,1,45,1,20,60,1,1,3,NA,4,1,0,0,0,20,525,0,0,300,0,0,0,565
2.01E+13,3,2,3,1,14,0,1,NA,1,51,1,100,100,2,33,40,318,NA,1,40,0,55,5,1,1,1,7,2,1,0,0,0,55,185,0,0,540,0,0,90,480
2.01E+13,3,2,6,6,10,4,1,4,2,34,2,100,210,1,27.8,21,112,1,NA,NA,4,60,120,1,2,1,1,2,1,10,0,0,60,225,0,0,420,0,0,0,725
2.01E+13,2,3,0,1,1,0,1,NA,1,50,2,100,100,4,23,30,214,NA,NA,NA,0,50,0,1,NA,4,NA,NA,2,0,220,0,50,125,0,0,295,0,0,0,660
2.01E+13,3,1,4,1,7,0,1,NA,1,55,2,110,100,3,NA,40,216,NA,1,40,0,13,0,1,NA,1,2,NA,1,0,0,0,13,185,30,0,658,0,0,0,534
2.01E+13,1,2,7,4,15,2,1,4,2,42,2,100,100,2,31.3,43,321,1,NA,NA,2,105,10,1,2,1,1,NA,1,180,0,0,105,35,15,0,460,0,115,0,420
2.01E+13,1,2,4,3,12,1,1,7,2,28,2,100,100,2,26.5,30,214,1,2,30,1,10,15,1,2,1,NA,3,1,5,0,0,10,60,0,0,245,0,0,486,540
2.01E+13,2,3,2,2,14,0,1,NA,2,29,1,110,100,1,32.3,30,216,1,1,60,0,150,0,1,NA,1,3,3,1,0,0,0,150,0,0,0,85,0,0,750,270
2.01E+13,4,1,7,5,12,1,1,17,4,17,2,100,210,2,20.1,16,111,3,NA,NA,0,10,10,3,2,1,3,1,1,0,0,0,10,60,0,115,180,0,0,0,980
2.01E+13,2,2,5,6,14,4,1,8,2,16,1,100,100,2,21.8,14,109,3,NA,NA,0,104,0,2,1,NA,1,1,1,0,0,531,104,0,0,0,240,0,0,0,435
2.01E+13,2,3,2,4,15,2,1,3,2,32,1,100,100,3,29.2,31,214,1,1,40,2,90,0,1,NA,2,NA,1,1,0,0,0,90,0,0,0,330,0,0,0,720
2.01E+13,1,1,7,6,12,3,1,5,2,31,1,131,240,1,29.2,21,112,1,NA,NA,3,90,0,3,2,NA,NA,1,NA,0,0,0,90,240,30,0,420,0,0,0,420
2.01E+13,1,2,7,2,14,0,1,NA,2,75,1,110,100,3,26.6,30,112,NA,2,32,0,75,1,3,NA,1,NA,NA,1,0,0,0,75,60,0,0,525,0,0,0,780
2.01E+13,3,2,6,6,12,2,1,8,4,37,2,100,100,4,18.9,21,112,1,2,25,2,65,0,1,NA,1,NA,1,1,25,0,0,65,10,50,0,0,0,0,770,290
2.01E+13,3,4,0,1,3,0,1,NA,1,85,2,110,100,3,35.9,15,110,NA,NA,NA,0,40,0,2,1,NA,NA,NA,1,0,0,0,40,0,0,0,350,0,0,0,1020
2.01E+13,3,3,2,1,7,0,1,NA,1,25,1,100,210,2,32.5,21,112,1,1,80,0,30,0,1,NA,1,NA,1,1,0,0,0,30,0,0,0,60,0,0,0,1226
2.01E+13,2,4,0,7,1,5,5,0,2,20,2,120,100,2,24,14,109,1,NA,NA,2,10,0,2,NA,NA,NA,NA,1,235,0,0,10,280,0,0,465,0,0,0,345
2.01E+13,1,2,7,5,14,2,1,6,3,33,2,100,100,3,21.2,21,112,1,1,38,2,45,0,1,2,1,2,1,1,240,0,0,45,315,0,0,265,0,0,0,555
2.01E+13,3,2,6,4,14,1,1,3,3,31,1,100,100,2,24.4,31,214,1,1,60,1,40,15,3,2,1,4,2,1,75,0,0,40,420,0,0,215,0,0,30,660
2.01E+13,4,3,2,2,4,1,1,14,1,35,2,100,100,2,20.7,30,213,1,1,55,1,40,15,1,1,2,7,1,1,0,0,0,40,65,55,0,0,0,0,903,250
2.01E+13,1,2,7,1,6,0,1,NA,1,62,2,100,100,4,28.1,21,112,NA,NA,NA,0,40,0,1,2,2,NA,NA,1,0,0,0,40,190,60,0,535,30,0,0,510
2.01E+13,3,4,0,2,6,0,1,NA,2,67,2,100,100,2,23.6,21,112,NA,2,8,0,105,0,2,NA,NA,3,NA,1,0,0,0,105,0,10,60,264,0,0,279,540
2.01E+13,1,2,6,4,14,2,1,3,2,36,2,100,100,3,22.4,40,216,1,2,30,2,40,10,1,2,1,3,NA,1,135,0,60,40,395,0,0,210,0,0,0,570
2.01E+13,4,4,0,5,12,3,1,7,2,47,2,201,100,2,27.5,40,216,1,1,45,3,30,0,1,2,1,NA,NA,1,270,0,0,30,190,30,0,270,0,0,30,610
2.01E+13,1,1,7,1,10,0,1,NA,1,54,2,110,100,2,39.5,21,112,NA,NA,NA,0,30,10,1,2,1,NA,2,1,0,0,0,30,75,0,10,310,0,0,0,625
2.01E+13,2,1,5,3,14,1,1,15,2,59,1,100,100,3,27.4,40,318,NA,1,9995,0,75,0,3,2,1,2,1,1,60,0,0,75,200,70,60,240,0,45,0,525
2.01E+13,3,1,5,1,1,0,1,NA,1,24,2,100,100,3,20.4,30,215,5,2,10,0,40,0,1,1,2,3,NA,1,0,0,0,40,5,0,0,615,0,0,0,700
2.01E+13,2,1,5,1,9,0,1,NA,1,59,1,110,100,5,25.8,31,214,NA,NA,NA,0,105,0,1,NA,1,NA,NA,1,0,0,0,105,120,0,0,180,75,0,0,735
2.01E+13,3,2,6,6,15,3,1,4,3,39,1,110,100,1,29,41,318,1,1,40,3,30,45,2,2,NA,5,4,1,92,0,0,30,0,10,0,125,130,0,475,385
2.01E+13,2,2,6,5,12,2,1,3,3,26,2,100,100,3,34.3,21,112,1,1,40,2,180,0,1,1,1,NA,1,2,455,0,0,180,150,0,0,85,0,0,0,560
2.01E+13,2,1,3,6,8,4,1,6,2,47,1,131,100,3,21.9,11,102,1,2,30,4,10,0,2,1,NA,3,NA,1,0,0,0,10,50,0,0,265,525,0,0,540
2.01E+13,3,2,5,4,16,2,1,9,2,46,2,100,100,1,22.9,40,216,1,1,50,2,70,0,1,2,1,3,4,1,225,0,0,70,260,30,0,170,0,0,0,600
2.01E+13,4,1,5,4,15,2,1,6,2,41,1,100,100,1,29.8,40,318,1,1,40,2,85,10,2,2,NA,4,2,1,165,5,0,85,262,0,0,323,0,0,0,450
2.01E+13,2,1,6,1,9,0,1,NA,1,46,2,100,100,2,25.7,40,216,1,NA,NA,0,120,0,1,2,2,7,4,1,0,20,0,120,35,130,0,360,0,0,0,389
2.01E+13,4,2,4,5,1,4,1,4,1,32,2,200,210,3,23.5,13,107,1,NA,NA,4,0,0,1,2,1,NA,NA,1,280,0,0,0,350,115,0,70,0,0,0,495
2.01E+13,1,1,5,4,9,2,1,2,2,28,2,110,100,NA,NA,31,214,4,1,40,2,NA,NA,NA,NA,NA,NA,NA,NA,30,0,120,90,0,0,165,250,0,0,0,630
2.01E+13,3,2,5,3,14,0,1,NA,3,19,1,110,100,1,23.4,30,213,5,2,30,0,0,0,2,2,NA,5,2,1,0,0,225,0,0,0,0,175,0,0,240,720
2.01E+13,2,1,6,4,14,2,1,4,2,40,1,131,100,2,NA,40,317,1,1,40,2,120,30,2,1,NA,3,1,1,120,0,0,120,0,0,0,480,0,0,0,525
2.01E+13,2,1,5,4,11,3,1,3,1,30,2,110,100,2,25.3,40,318,1,1,40,3,30,30,1,2,1,NA,4,1,85,0,0,30,20,35,0,45,0,120,495,448
2.01E+13,4,1,6,5,10,0,1,NA,3,38,1,100,210,3,29.3,21,112,1,1,40,0,15,40,2,1,NA,1,3,1,0,45,0,15,345,35,0,210,0,0,0,540
2.01E+13,1,2,7,5,16,3,1,4,2,40,2,100,100,1,19.5,40,216,1,NA,NA,3,90,0,2,2,NA,4,1,1,0,0,0,90,30,60,0,488,0,0,0,540
2.01E+13,2,2,6,4,12,1,1,17,3,23,2,100,100,2,22.7,40,317,4,1,36,0,125,25,3,NA,1,7,4,1,0,0,245,125,60,0,0,120,30,205,0,585
2.01E+13,2,3,2,3,13,1,1,0,2,28,1,100,100,1,25.1,32,213,1,1,40,1,10,0,1,1,1,NA,1,1,164,0,0,10,0,5,0,137,0,0,600,410
2.01E+13,3,2,7,3,14,0,1,NA,3,18,2,211,210,1,23,16,111,1,2,9995,0,30,1,2,2,NA,NA,NA,1,0,0,60,30,0,0,0,120,0,0,450,685
2.01E+13,3,2,3,3,9,1,1,12,2,50,1,100,100,3,27.1,21,112,NA,2,20,1,10,0,1,NA,1,NA,NA,1,0,0,0,10,20,0,0,660,0,0,0,750
2.01E+13,3,2,5,5,10,1,1,5,4,51,1,100,240,3,27.3,12,105,NA,NA,NA,1,60,0,1,1,2,1,1,1,0,0,0,60,450,0,0,180,0,0,0,660
2.01E+13,1,2,6,2,11,0,1,NA,2,32,2,100,240,2,21.1,21,112,1,2,20,0,60,15,3,2,1,NA,5,3,0,0,0,60,60,10,0,490,0,0,0,600
2.01E+13,3,2,3,1,6,0,1,NA,1,53,2,110,100,3,30.4,21,112,NA,2,32,0,10,0,1,1,2,NA,1,1,0,0,0,10,0,0,125,275,0,0,485,385
2.01E+13,1,1,7,1,15,0,1,NA,1,59,2,100,100,2,26.4,40,318,NA,1,40,0,75,20,1,2,1,3,4,1,0,0,0,75,20,0,0,120,0,0,595,330
2.01E+13,1,1,7,5,10,3,1,4,2,43,1,110,100,3,25.3,21,112,1,1,66,3,65,0,3,2,1,4,1,1,10,0,0,65,0,40,0,350,0,0,305,450
2.01E+13,2,4,0,6,7,4,1,2,2,24,1,100,100,3,30.1,30,112,1,1,40,4,90,15,2,1,NA,NA,3,2,37,0,0,90,160,0,0,280,0,0,0,778
2.01E+13,2,2,4,3,14,0,1,NA,3,28,1,100,100,3,32.1,32,214,4,1,60,0,12,0,2,2,NA,2,1,1,0,0,0,12,5,0,0,250,0,0,805,268
2.01E+13,1,2,7,4,14,2,1,3,2,36,2,100,100,2,22.2,41,319,1,NA,NA,2,65,1,1,NA,1,NA,1,1,185,30,0,65,186,0,0,299,65,0,0,525
2.01E+13,3,2,2,4,11,2,1,17,2,17,2,110,100,4,NA,14,109,3,NA,NA,0,3,0,2,1,NA,NA,NA,1,0,0,0,3,0,60,0,420,0,0,0,907
2.01E+13,1,2,7,4,15,2,1,1,2,35,2,100,100,2,27.4,40,318,1,NA,NA,2,105,0,1,1,1,3,NA,1,35,0,0,105,180,0,0,465,60,0,0,545
2.01E+13,3,2,6,5,15,3,1,5,2,46,1,100,100,2,30.4,40,318,1,1,40,3,40,0,1,2,1,7,2,1,60,0,0,40,55,5,0,650,20,0,0,540
2.01E+13,3,2,6,4,13,2,1,1,2,39,2,131,100,4,26.4,40,216,1,2,20,2,NA,0,1,2,1,NA,NA,1,192,0,0,99,267,60,0,65,45,0,40,560
2.01E+13,1,2,4,5,16,3,1,9,2,45,2,100,100,1,22.3,40,216,1,2,25,3,35,15,1,NA,1,5,NA,1,60,0,0,50,150,145,0,255,50,30,0,540
2.01E+13,3,1,7,1,12,0,1,NA,1,34,2,131,100,3,21.6,30,112,5,NA,NA,0,20,30,1,NA,1,NA,NA,1,0,0,300,20,80,0,0,195,0,0,0,670
2.01E+13,1,1,4,2,14,0,1,NA,2,67,2,100,100,3,36.5,40,216,NA,NA,NA,0,40,10,3,1,1,NA,NA,1,0,0,0,40,140,60,0,655,0,0,0,450
2.01E+13,1,2,7,6,11,4,1,9,2,48,1,100,240,3,38.3,30,214,1,1,40,4,78,0,2,2,NA,NA,NA,1,2,0,0,78,0,0,0,60,0,0,480,540
2.01E+13,3,2,4,4,15,2,1,3,2,26,2,100,100,4,19.4,21,112,1,1,35,2,30,10,1,1,2,3,2,2,95,0,0,30,0,0,0,60,60,0,330,765
2.01E+13,4,2,6,5,11,3,1,1,2,28,1,100,210,4,31.5,12,105,1,1,40,1,30,0,2,NA,NA,1,1,1,0,0,0,30,0,0,0,355,0,0,280,620
2.01E+13,3,2,5,3,6,0,5,NA,3,55,2,120,100,3,NA,20,112,NA,NA,NA,0,120,0,2,NA,NA,NA,NA,1,0,45,0,120,0,0,0,200,0,0,0,923
2.01E+13,1,4,0,1,5,0,6,NA,1,73,2,100,100,5,25.6,13,107,NA,NA,NA,0,25,35,1,NA,1,NA,NA,1,0,0,0,25,160,0,90,290,0,0,0,595
2.01E+13,3,4,0,1,3,0,1,NA,1,44,1,100,100,2,20.8,40,216,1,2,30,0,135,0,1,1,1,3,NA,1,0,0,0,135,750,0,0,90,0,0,120,345
2.01E+13,4,2,6,9,13,7,1,1,2,38,1,100,100,3,34.7,21,112,1,1,40,7,60,30,2,1,NA,NA,1,1,200,0,0,60,100,18,0,242,0,0,0,660
2.01E+13,3,1,4,1,10,0,1,NA,1,80,2,100,100,3,18.9,21,112,NA,NA,NA,0,45,0,1,NA,1,3,3,1,0,0,0,45,190,30,45,460,60,0,0,510
